"id";"objectid";"point_lat";"point_lng";"shape";"objecttype";"type_velo";"ligging";"straatnaam";"huisnummer";"aanvulling";"district";"postcode";"objectcode";"gebruik"
"706";"34480";"51.17672296613100";"4.38241401700170";"";"VELOSTATION";"";"";"Bosheidelaan (2610)";" ";"hoek Rooiboslaan";"WILRIJK";"2610";"VE_0000280";"GEPLAND"
"709";"34481";"51.18247475839300";"4.38540331845170";"";"VELOSTATION";"";"";"Hof Van Tichelen (2020)";"30";"naast 30";"ANTWERPEN";"2020";"VE_0000281";"GEPLAND"
"712";"34482";"51.18023071331100";"4.38086690632970";"";"VELOSTATION";"";"";"Letterkundestraat (2610)";"59-63";" ";"WILRIJK";"2610";"VE_0000282";"GEPLAND"
"715";"34483";"51.18166543667800";"4.37202892960900";"";"VELOSTATION";"";"";"Hollebeekstraat (2660)";"25-27";"to 25-27";"HOBOKEN";"2660";"VE_0000283";"GEPLAND"
"718";"34484";"51.18322926883700";"4.36413110204740";"";"VELOSTATION";"";"";"Steynstraat (2660)";"297-299";" ";"HOBOKEN";"2660";"VE_0000284";"GEPLAND"
"721";"34485";"51.18253306029600";"4.34810977695920";"";"VELOSTATION";"";"";"Berkenrodelei (2660)";"150";"naast 150";"HOBOKEN";"2660";"VE_0000286";"GEPLAND"
"724";"34486";"51.17748298372000";"4.35075776369040";"";"VELOSTATION";"";"";"Antwerpsesteenweg (2660)";"13-17";"to 13-17";"HOBOKEN";"2660";"VE_0000287";"GEPLAND"
"727";"34487";"51.17731646853700";"4.35972104864990";"";"VELOSTATION";"";"";"Draaiboomstraat (2660)";"44";"to 44";"HOBOKEN";"2660";"VE_0000288";"GEPLAND"
"730";"34488";"51.17355209328000";"4.35227976953920";"";"VELOSTATION";"";"";"Walstraat (2660)";"7-9";"to 7-9";"HOBOKEN";"2660";"VE_0000289";"GEPLAND"
"733";"34489";"51.17621078362900";"4.36769551569090";"";"VELOSTATION";"";"";"Sint-Bernardsesteenweg (2660)";"886";"to 886";"HOBOKEN";"2660";"VE_0000290";"GEPLAND"
"736";"34490";"51.18850272773200";"4.37270166400230";"";"VELOSTATION";"";"";"Maurits Sabbelaan (2020)";"16-18";"to 16-18";"ANTWERPEN";"2020";"VE_0000291";"GEPLAND"
"739";"34491";"51.19080618978100";"4.38100678061910";"";"VELOSTATION";"";"";"Jacob le Mairestraat (2020)";"8";"naast 8 aan keerlus";"ANTWERPEN";"2020";"VE_0000292";"GEPLAND"
"742";"34492";"51.18851572942900";"4.39094861270400";"";"VELOSTATION";"";"PLEIN";"Pol de Montstraat (2020)";"10";"to 10 oh plein";"ANTWERPEN";"2020";"VE_0000293";"GEPLAND"
"745";"34493";"51.19101607850800";"4.37669272998590";"";"VELOSTATION";"";"";"Valerius De Saedeleerstraat (2020)";"2";"to 2";"ANTWERPEN";"2020";"VE_0000294";"GEPLAND"
"748";"34494";"51.19427424166700";"4.37908936470660";"";"VELOSTATION";"";"";"Emiel Vloorsstraat (2660)";" ";"hoek August Leysweg";"ANTWERPEN";"2020";"VE_0000295";"GEPLAND"
"751";"34495";"51.19408253963700";"4.39304148808270";"";"VELOSTATION";"";"";"Eric Sasselaan (2020)";"69";"to 69";"ANTWERPEN";"2020";"VE_0000296";"GEPLAND"
"754";"34496";"51.19061935687100";"4.38893233134560";"";"VELOSTATION";"";"";"Jan De Voslei (2020)";" ";"thv C Huysmanslaan";"ANTWERPEN";"2020";"VE_0000297";"GEPLAND"
"757";"34497";"51.17189878603100";"4.38236681187760";"";"VELOSTATION";"";"";"Valkstraat (2610)";" ";"thv Gaston Fabrelaan";"WILRIJK";"2610";"VE_0000298";"GEPLAND"
"760";"34498";"51.19195410360500";"4.39834856424010";"";"VELOSTATION";"";"";"Camille Huysmanslaan (2020)";" ";"thv J V Rijswijcklaan";"ANTWERPEN";"2020";"VE_0000299";"GEPLAND"
"763";"34499";"51.18874660276100";"4.39770057980300";"";"VELOSTATION";"";"";"Vogelzanglaan (2020)";" ";"thv voetbalveld";"ANTWERPEN";"2020";"VE_0000300";"GEPLAND"
"766";"34500";"51.18883922223900";"4.45039308687790";"";"VELOSTATION";"";"";"Luchthavenlei (2100)";"1";"Op de parking van de luchthaven";"DEURNE";"2100";"VE_0000301";"IN_GEBRUIK"
"769";"34501";"51.17903993864700";"4.39047855595060";"";"VELOSTATION";"";"PLEIN";"Rozenkransplein (2610)";"11";"to 11 oh plein";"WILRIJK";"2610";"VE_0000302";"IN_GEBRUIK"
"772";"34502";"51.18372629872800";"4.35302174180870";"";"VELOSTATION";"";"";"Commandant Weynsstraat (2660)";"";"";"HOBOKEN";"2660";"VE_0000285";"GEPLAND"
"775";"34503";"51.24021409149500";"4.40842596042060";"";"VELOSTATION";"ENKELZIJDIG";"ANDERE";"Mexicostraat (2030)";"thv 37";"nieuw havenhuis";"ANTWERPEN";"2030";"VE_0000221";"IN_GEBRUIK"
"778";"34504";"51.23796977048000";"4.40976704696960";"";"VELOSTATION";"ENKELZIJDIG";"ANDERE";"Kambalastraat (2030)";"2";"";"ANTWERPEN";"2030";"VE_0000303";"IN_GEBRUIK"
"781";"34505";"51.24001147511800";"4.43370967796070";"";"VELOSTATION";"DUBBELZIJDIG";"";"Campiniastraat (2170)";"";"";"MERKSEM";"2170";"VE_0000304";"GEPLAND"
"784";"34506";"51.23063717837400";"4.41269573029240";"";"VELOSTATION";"DUBBELZIJDIG";"ANDERE";"Italiëlei (2000)";"558";"";"ANTWERPEN";"2000";"VE_0000128";"IN_GEBRUIK"
"787";"34507";"51.22613225797800";"4.42638142022920";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Van Kerckhovenstraat (2060)";"";"";"ANTWERPEN";"2060";"VE_0000156";"GEPLAND"
"790";"34508";"51.20362588520200";"4.42506004958650";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Hospitaalplein (2018)";"";"";"ANTWERPEN";"2018";"VE_0000161";"GEPLAND"
"793";"34509";"51.19131936791700";"4.44359619905910";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Ter Nieuwerbrugge (2600)";"";"";"BERCHEM";"2600";"VE_0000305";"GEPLAND"
"796";"34510";"51.17206748311700";"4.33806379994790";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Baron Sadoinestraat (2660)";"26";"";"HOBOKEN";"2660";"VE_0000307";"GEPLAND"
"799";"34511";"51.17107140072500";"4.36720079055780";"";"VELOSTATION";"ENKELZIJDIG";"PLEIN";"Majoor Maelfaitplein (2660)";"";"langsheen het plein";"HOBOKEN";"2660";"VE_0000308";"GEPLAND"
"802";"34512";"51.17088559984900";"4.34944015699200";"";"VELOSTATION";"DUBBELZIJDIG";"GROENZONE";"Paul Henri Spaaklaan (2660)";"";"";"HOBOKEN";"2660";"VE_0000309";"GEPLAND"
"805";"34513";"51.16716830083500";"4.35344259917580";"";"VELOSTATION";"DUBBELZIJDIG";"PLEIN";"Krijgsbaan (2660)";"";"";"HOBOKEN";"2660";"VE_0000310";"GEPLAND"
"808";"34514";"51.17633421976800";"4.34388241491850";"";"VELOSTATION";"ENKELZIJDIG";"VOETPAD";"Lumbeeckstraat (2660)";"14";"";"HOBOKEN";"2660";"VE_0000311";"GEPLAND"
"811";"34515";"51.18470941195100";"4.34250416410820";"";"VELOSTATION";"ENKELZIJDIG";"GROENZONE";"Graspolderlaan (2660)";"";"";"HOBOKEN";"2660";"VE_0000312";"GEPLAND"
